,replica,i,j,beta_ij,E[beta_ij],A[beta_ij]
6057,108,1,3,0.3427526076618257,0.29805812732426834,0.3301053911107383
165,2,7,4,0.342776370621045,0.29807573289873834,0.5855865179276897
5395,96,2,6,0.34311444951691883,0.2981124249771732,0.3666233602605849
1017,18,1,3,0.34326347058272827,0.29817818435870774,0.19728380803644666
782,13,7,5,0.34326347058272827,0.2981808222940501,0.6182511291111028
3380,60,2,7,0.3432963429582592,0.29822265266518727,0.22086536313121471
399,7,1,0,0.3433134970230458,0.2982729226789261,0.06561702214966278
990,17,5,3,0.3433134970230458,0.29829343553840215,0.22332872311637628
2062,36,6,4,0.3433134970230458,0.2983222345381398,0.39437737711119125
2036,36,2,7,0.34352041503742653,0.2983951521814424,0.4601049116539737
2079,37,1,0,0.34362893795095034,0.29841977543173714,0.1990489964306356
7237,129,1,7,0.34362893795095034,0.29843637887572827,0.4383802598183546
4448,79,3,4,0.3437577288242871,0.2984566561108855,0.3077020402144661
5277,94,1,7,0.3439549719841861,0.2984592648988224,0.5269481847958223
905,16,1,3,0.3439549719841861,0.2984684605101915,0.14099344063087516
1225,21,7,0,0.3439549719841861,0.2984778292799735,0.4177789726181852
5575,99,4,3,0.3439549719841861,0.29848083700036515,0.27380919969826323
8352,149,1,2,0.3439658346630266,0.29852317562850916,0.14717042777579983
1614,28,6,4,0.3435888672698353,0.2986527213603448,0.32523293118477414
94,1,5,3,0.3435888672698353,0.2986725069164368,0.31397550643448074
6827,121,7,2,0.34386173995510605,0.2986921107747815,0.6688695724530823
835,14,7,2,0.3443928184224151,0.2987217824868168,0.5336739659726056
497,8,7,0,0.3443928184224151,0.29873269475391556,0.3769787451616563
4988,89,0,5,0.34428712824845903,0.29874556048886947,0.0626721792935928
5674,101,2,5,0.34426631896671583,0.2988010478247476,0.42291687777672604
1469,26,1,7,0.34426631896671583,0.29880500964602175,0.2628572876218233
7999,142,6,5,0.34426631896671583,0.2988269872821005,0.31625106134900743
4609,82,2,4,0.34419474488064694,0.2989134231531793,0.48015471503283974
1923,34,2,6,0.34424824694021605,0.2989578323589316,0.5293954713798267
5197,92,6,3,0.34424824694021605,0.2989648083308453,0.3906304432737483
4463,79,5,4,0.34424824694021605,0.29896605715915114,0.25396687793202505
3199,57,1,0,0.34424824694021605,0.29896906562060377,0.22993680143711767
5015,89,4,3,0.3440550218574091,0.29902244732696104,0.390099465438353
742,13,2,0,0.34406411872281634,0.2990350038787791,0.4052483480391589
3152,56,2,3,0.34406411872281634,0.29904510330677103,0.461241481918109
780,13,7,3,0.34406411872281634,0.29905313749505197,0.4651455697936791
2984,53,2,3,0.34394159690049525,0.299080862495293,0.41617336461982485
345,6,1,3,0.3440953786448838,0.29918540632629687,0.2500239581587912
5663,101,1,0,0.3440953786448838,0.2992005668297254,0.07685863723255848
7496,133,6,7,0.3441203014328533,0.2992430300499938,0.43043049661684274
6787,121,1,5,0.34407182453933055,0.29926538619824,0.33040001424627197
1076,19,1,6,0.3440193854063519,0.29931364628343643,0.3287292150665396
4812,85,7,3,0.3442235859796424,0.2993196470378274,0.5804639256799727
2986,53,2,5,0.3442235859796424,0.2993226898081207,0.4159970447892739
2034,36,2,5,0.3439066513761092,0.29935507626154056,0.4601049116539737
3325,59,3,0,0.3432968886446864,0.2994094781166274,0.4182409189076837
2629,46,7,4,0.3432968886446864,0.29941795458490267,0.5254512979844865
3653,65,1,7,0.3439064535735138,0.29948810447852137,0.3174894609059423
8167,145,6,5,0.3439540118718647,0.2995228497048442,0.43065356538601895
5698,101,6,0,0.3439540118718647,0.29952616212632294,0.3388204875271075
2202,39,2,5,0.34362596224270203,0.2995713351164725,0.36096892711907574
4427,79,0,4,0.34351632877737104,0.2995761460706996,0.036360691646985896
5391,96,2,1,0.3437541702914952,0.29958954842740315,0.3519588318629372
4814,85,7,5,0.3437541702914952,0.2996017548062594,0.6177920927810958
136,2,3,4,0.3438801396397397,0.29961072016076545,0.5103075073681187
8129,145,1,3,0.34404647921430526,0.29964331696217134,0.24799668817228207
6003,107,1,5,0.344156588374044,0.2996866541033749,0.38765078043257
151,2,5,4,0.344156588374044,0.2996886019442515,0.4217070303191755
7158,127,6,4,0.34461916474849524,0.29971320644402094,0.30801176449909984
6034,107,6,0,0.3444623338261482,0.29971934562549896,0.3394111061887978
1887,33,5,4,0.34412984828569454,0.2997509043429051,0.3364748145654786
6512,116,2,3,0.34412984828569454,0.29975375170214125,0.6146976182090197
4645,82,7,4,0.34420050985199124,0.29978015929186513,0.691692901953285
5312,94,6,7,0.34424228085535175,0.2998155921807542,0.3583888554186229
3418,61,0,3,0.34424228085535175,0.29983359364231077,0.2414107055681496
7461,133,1,7,0.34437133057044206,0.2998526874385309,0.38244751183630105
8024,143,2,3,0.34437133057044206,0.2998544769792207,0.4195769309710057
6245,111,4,1,0.34439194577451154,0.29986428398798615,0.46311046224777985
1872,33,3,4,0.34439194577451154,0.2998701794854769,0.3308820365654934
1329,23,5,7,0.34439194577451154,0.29987043406194636,0.2953585399293917
458,8,1,4,0.34429309460235696,0.29991021705424936,0.2152588436919616
1708,30,4,0,0.34429309460235696,0.2999226872718318,0.5158315791289563
7826,139,6,0,0.34448559697505815,0.299947981289506,0.4391020834171093
7856,140,2,3,0.34452544381773526,0.29995450091407067,0.4837538918543734
3339,59,5,0,0.34452544381773526,0.2999567060184267,0.5549020275488069
2625,46,7,0,0.3443475655828426,0.30001581164691055,0.4013343774274919
1578,28,1,4,0.3444760029993129,0.30002128699833236,0.0803658329067371
2032,36,2,3,0.3444760029993129,0.3000253856346004,0.4808666017259583
531,9,3,7,0.3444760029993129,0.3000280142826724,0.40135870179380756
5087,90,6,5,0.34362377659964227,0.3000577464872702,0.4716318709886395
5932,105,7,3,0.34350354493168783,0.30007175749732234,0.46949824489437697
4133,73,6,3,0.34350354493168783,0.30008678059092214,0.3470610498654674
5615,100,2,1,0.34329417502878823,0.3001079874521331,0.39656695002967235
4340,77,4,0,0.3434674198080417,0.3001478468088557,0.40071529674892786
2600,46,3,4,0.3434674198080417,0.30016884283242745,0.32164950457868907
2002,35,6,0,0.3435371490836672,0.3001849329358885,0.33061150087307833
8204,146,4,0,0.3432548881813914,0.3002201459046481,0.34978962533271146
795,14,1,5,0.3432548881813914,0.3002231023057264,0.10049964653865771
7578,135,2,5,0.3434897996744368,0.300266239604724,0.6214411963495112
716,12,6,2,0.3434666824566308,0.3002856665962721,0.31822727366590686
3410,60,7,1,0.3436362739199814,0.30029473981722044,0.4057292894513138
4900,87,4,0,0.3434635178137966,0.3003090834304004,0.3924197178886071
115,2,0,4,0.3434635178137966,0.300319149735575,0.22217649644837473
2436,43,4,0,0.34341438397497337,0.300379166831883,0.46457811593250814
3935,70,2,1,0.34341438397497337,0.30037961240102956,0.43713067041051884
1585,28,2,4,0.34341438397497337,0.3003923539606409,0.2732976837536676
1851,33,0,4,0.34351880787358424,0.30045772718648667,0.07126906352774344
2615,46,5,4,0.3440508126117961,0.3005007905104071,0.3103754317246149
4631,82,5,4,0.34419966545106934,0.30053111805424654,0.395552036312978
4245,75,6,3,0.3441239219466295,0.300585122397021,0.37783296323958493
2483,44,2,6,0.3436923289656003,0.30062417029988603,0.3419710572572609
4659,83,1,5,0.34391032993263565,0.30066014378623585,0.45702519962413646
2176,38,6,7,0.34391032993263565,0.30066236621750436,0.2834898474289634
7045,125,6,3,0.34395413221719895,0.30074056080847134,0.3772150134697091
215,3,6,5,0.34447121057679464,0.30076897586781853,0.5088473428344928
1186,21,1,4,0.3446047663510206,0.3007978534351942,0.31889988139301756
4641,82,7,0,0.3444570434579786,0.30083676877449367,0.4554076591949548
