,replica,i,j,beta_ij,E[beta_ij],A[beta_ij]
2403,42,7,2,0.3783264036911445,0.35572443821842015,0.37021636849545453
2144,38,2,3,0.37822290802642927,0.35574886432278896,0.5629389076174826
474,8,3,6,0.3782637159223404,0.35575796582116576,0.3805774541960815
4025,71,7,0,0.3782637159223404,0.3557716385154919,0.3366997651468797
6089,108,5,7,0.3782197828211468,0.3557781109082421,0.3980914442447859
8295,148,1,0,0.3784089029080006,0.3558088407891885,0.29581048069569815
27,0,3,7,0.3787811319086261,0.35588630116076136,0.30846177571710426
2779,49,5,0,0.3787811319086261,0.35589168620301265,0.42164916997387675
5625,100,3,5,0.37878564520953445,0.3559697804820292,0.38630181740257225
3671,65,4,3,0.37889096336420414,0.3560392445145862,0.28594312753651147
4103,73,2,1,0.37889096336420414,0.35605755515747284,0.507650816811345
573,10,1,7,0.37884900576310937,0.35609667538146594,0.4080961572125184
5783,103,2,1,0.37902907158505605,0.35610029938546606,0.33804129511772757
2380,42,4,0,0.3789663077376755,0.3561342325599997,0.31734567869114694
2216,39,4,5,0.3789663077376755,0.35613643359537567,0.3717862685745435
6465,115,3,5,0.3789663077376755,0.3561372093316408,0.5736725974556213
4107,73,2,6,0.3789663077376755,0.3561389452397104,0.5390953010982228
5810,103,6,0,0.3789691345305081,0.35614502199577713,0.33262206539268335
4542,81,0,7,0.3789008198776763,0.3561611999947243,0.2781986890402486
1716,30,5,1,0.37876626659574486,0.35616733917783594,0.5007025321143678
5994,107,0,3,0.3785913529125707,0.35620421152011356,-0.307275456655955
2557,45,5,2,0.37842003793096146,0.3562158548318748,0.43643749991157255
6320,112,6,7,0.37842003793096146,0.35621782628145865,0.5287890637189855
669,11,7,4,0.37855544396508367,0.35623312269098617,0.5950703300264574
2178,38,7,1,0.37855544396508367,0.35623799314093907,0.36102990206065577
3993,71,2,4,0.3786656554255728,0.35627406101762066,0.37550066241142344
5278,94,2,0,0.3786382934222592,0.35627892815422074,0.516131778850116
2765,49,3,0,0.37844447188180064,0.35631173936194666,0.414895788404426
3266,58,2,5,0.37837734949329394,0.3563208971603071,0.4290942034724475
1250,22,2,5,0.37837734949329394,0.35634092416884516,0.2747054927189705
1502,26,6,4,0.3781508266400112,0.3563818113048137,0.3668568297283408
5042,90,0,3,0.3782543918525947,0.35639151597447943,0.17148399017896374
4868,86,7,3,0.3781050457649295,0.35640439116416744,0.4824882758882359
1466,26,1,4,0.37816804767963474,0.3564323039718716,0.23388267723776746
3681,65,5,7,0.3779389491678657,0.3564655161478098,0.28964276599955907
4797,85,5,2,0.378123441934163,0.35650139893743393,0.43118151515060615
3094,55,2,0,0.378123441934163,0.35651151024703226,0.5194066298608515
640,11,3,4,0.3784202585455692,0.3565205491200355,0.3651017953790149
7390,131,7,5,0.3784202585455692,0.3565227448455779,0.5830247953667331
6998,124,7,5,0.3784202585455692,0.35653754227148615,0.7467631456930066
7891,140,7,2,0.37846103626107824,0.3565686878000978,0.6206575686529572
5010,89,3,6,0.3784700555740561,0.3565870086636049,0.34892153903597745
2931,52,2,6,0.3784700555740561,0.3565926637051504,0.4333440344157266
6178,110,2,5,0.3779861981070775,0.35667961510647544,0.19371319314736096
4680,83,4,5,0.37765769840435753,0.3568127419577284,0.4618653548137531
3257,58,1,3,0.3778067431157824,0.356826562742802,0.08436783934423032
7054,125,7,5,0.3778067431157824,0.3568312532562458,0.721893457653697
1650,29,3,6,0.377860324873563,0.35685227533865077,0.3999944130491803
2582,46,0,7,0.377860324873563,0.35686094439244964,0.1413515056033522
7915,141,2,6,0.3776618621824713,0.3568722079408136,0.4294936206827076
4221,75,3,0,0.37755454599279703,0.35688829523769194,0.38649236299430545
4029,71,7,4,0.377534066589417,0.3568968207293198,0.5713328750257471
6434,114,7,1,0.377534066589417,0.35689971625488526,0.4282775097597774
6439,114,7,6,0.37757491830018514,0.3569050673126416,0.779222343921259
6435,114,7,2,0.377537871596223,0.35690926892469094,0.6811820202476098
4410,78,6,0,0.37771769128045174,0.3569367786995098,0.33060279782004837
3742,66,6,4,0.37771769128045174,0.3569414664004694,0.32942932551619103
6438,114,7,5,0.37771769128045174,0.3569587986512752,0.6754983676523327
6436,114,7,3,0.37771769128045174,0.3569624163106215,0.6414533147745353
6433,114,7,0,0.37771769128045174,0.3569858763190641,0.4282775097597774
6437,114,7,4,0.37787728393760717,0.3569898201500759,0.6396350472314104
655,11,5,4,0.37787728393760717,0.3569987443086657,0.3061085184379389
4383,78,2,1,0.3781532675088411,0.35702796160554956,0.48280995654506476
6615,118,1,0,0.3781532675088411,0.3570290379347091,0.19425364872338596
3951,70,4,3,0.3781532675088411,0.35703753679473643,0.42311229181181675
2923,52,1,5,0.378102673515121,0.35705174677982154,0.3942888266219623
271,4,6,5,0.378102673515121,0.3570600124485545,0.3825654839292045
3635,64,7,2,0.3779720919610433,0.35709497651225197,0.4239934476698274
4275,76,2,6,0.3779720919610433,0.35709552825483676,0.43890831426555094
5519,98,4,3,0.3779720919610433,0.35709638380099984,0.49554039996099436
7294,130,2,0,0.3779720919610433,0.3571243098573834,0.252339067412751
3503,62,4,3,0.378018318421659,0.3571491563537053,0.28263998765885245
755,13,3,7,0.3783601553185609,0.35725371464207917,0.4160622870586307
8082,144,2,5,0.37815866877606297,0.35727446729518486,0.32790084375508105
7388,131,7,3,0.37815866877606297,0.35727609561072193,0.47923579619861006
4235,75,5,0,0.3781337741478069,0.35728732062215124,0.33994696476374653
7468,133,2,7,0.37817121210035726,0.357298687935772,0.31324082797929464
3849,68,5,7,0.37817121210035726,0.3573131320016641,0.3907872828515246
7364,131,4,0,0.37817121210035726,0.35732068499185016,0.35349009651196844
6886,122,7,5,0.37819729255892315,0.3573405165219682,0.5768992103445596
2099,37,3,7,0.3781220463315989,0.35735748149311763,0.3751133629946147
7846,140,0,7,0.37798318114388396,0.3573648126284534,-0.09824381228743598
4870,86,7,5,0.37798318114388396,0.3573939267507199,0.5434663657775848
6043,107,7,2,0.37889078592628367,0.35744698431213456,0.46177800244507194
1473,26,2,4,0.37895400432593557,0.35745577582935156,0.3195217003648212
665,11,7,0,0.37913842443441487,0.35750385781723565,0.40461949639834954
5515,98,3,7,0.37913842443441487,0.3575114182216796,0.49554039996099436
8158,145,5,3,0.37920121529388934,0.3575539315092795,0.16298174560080989
1889,33,5,7,0.37920121529388934,0.3575556423747167,0.34221635645357096
5725,102,1,7,0.37908201709518957,0.3575688363409242,0.16452079293050978
4783,85,3,2,0.3791315394180861,0.3575866156188308,0.45047127044569163
2183,38,7,6,0.379223992248297,0.357598248155485,0.7220488785379823
3000,53,4,5,0.379223992248297,0.35760099001237455,0.4481150659967614
5574,99,4,2,0.37978924998232927,0.3576366756166523,0.27380919969826323
619,11,0,4,0.3793607437442711,0.3577095201084032,-0.06865050489623177
3326,59,3,1,0.37989250361557647,0.35774422741373396,0.44095428646770624
718,12,6,4,0.37989250361557647,0.35774644514405896,0.33727858219133383
6528,116,4,5,0.37989250361557647,0.3577556551189167,0.5359011120385948
1830,32,5,3,0.37989250361557647,0.35775576397570136,0.31483760242970493
7998,142,6,4,0.3800178793243706,0.3577870662826448,0.29270849679928146
6580,117,4,0,0.3798597994638072,0.3577953123650611,0.5341965371840571
5233,93,3,5,0.3798597994638072,0.35780037896504774,0.6411494124335455
2999,53,4,3,0.3798597994638072,0.3578255435801648,0.4339941818718475
689,12,2,4,0.37975006702853803,0.3578577095316038,0.2854935005049534
1318,23,4,2,0.37987629939529327,0.3578648719467099,0.3821716336636174
6982,124,5,3,0.37962482859628627,0.3578841896214501,0.40765514282613957
6423,114,5,4,0.37962482859628627,0.35789285794713815,0.3866634718924616
2546,45,3,6,0.3796750112404341,0.35789651680361,0.43721611823924933
4598,82,0,7,0.3796750112404341,0.3579078420760884,0.21492636748106875
7700,137,4,0,0.37958345661436405,0.35793190900658756,0.4423380231383757
6748,120,4,0,0.3794740904804369,0.3579566309697205,0.3658001243943038
2146,38,2,5,0.37957803952377644,0.357977358418922,0.5932722861932452
1039,18,4,3,0.37957803952377644,0.35799149131694064,0.30055457007876535
7412,132,2,7,0.37957803952377644,0.3579919912168323,0.44156934412666177
335,5,7,6,0.3794572730812236,0.35800835238994433,0.7422870652766025
6408,114,3,4,0.3797335850812454,0.35806614596103326,0.4339064804596608
4573,81,5,2,0.3799643471556462,0.35809388232919537,0.36571949872257564
5775,103,1,0,0.3801025122982715,0.3581256159826279,0.029186292717812146
2828,50,4,0,0.3800826430407123,0.3581471440430319,0.2910631263636083
4060,72,4,0,0.3800826430407123,0.3581506731820181,0.5151436738836745
3706,66,1,4,0.3799323330370758,0.35817277057980046,0.262156246689426
3902,69,5,3,0.3799323330370758,0.35818631711366544,0.301541819331095
3644,65,0,5,0.3799323330370758,0.3582048351422593,0.19831137412794372
7329,130,7,0,0.3800468890913597,0.3582266824764676,0.3889610390074287
8334,148,6,4,0.38014850980649234,0.35829847233613027,0.3557576315989091
8274,147,6,0,0.38005017661397766,0.3583526415358667,0.37700690253797187
637,11,3,0,0.380016016672743,0.35836988251003105,0.3651017953790149
7290,130,1,4,0.3800509540100042,0.35839656943473713,0.08813656283006316
1127,20,1,0,0.38003772954040815,0.3584189502273129,0.19041264468245156
3710,66,2,0,0.37992412408894227,0.3584331638938673,0.25987601366227064
5246,93,5,3,0.3798556171450082,0.3584519512279606,0.43162549582913495
6052,108,0,5,0.37983369775626913,0.3584695667532776,0.08856134837949325
7326,130,6,4,0.37983369775626913,0.3584794491887125,0.4415177308350259
6202,110,6,0,0.3799478923289051,0.358491428173543,0.22004909349718557
7657,136,5,7,0.38015202868273945,0.35853086304815346,0.4118163639283672
4562,81,3,6,0.38015202868273945,0.35853743960961737,0.38709071728483485
2282,40,6,0,0.37960152654069895,0.3585512496995925,0.4678362938466482
822,14,5,3,0.3796155379887852,0.35858625232626573,0.19841855319514382
4015,71,5,4,0.3796155379887852,0.35859383845377796,0.4603052601575789
172,3,0,5,0.3797177984381534,0.3586041795554316,0.22265212560582773
5274,94,1,4,0.3797020598576338,0.3586185465406085,0.4730165000920158
3513,62,5,7,0.37991457986766014,0.3586635652701531,0.3891127874873536
3362,60,0,3,0.37991457986766014,0.35866397461656785,0.17305784887614306
3667,65,3,7,0.37991457986766014,0.35866795627828013,0.3088255785200469
5310,94,6,4,0.37980254898636057,0.3586722085284896,0.3053457622743162
4000,71,3,4,0.3797294690515121,0.35868285763304086,0.41346924480176556
2254,40,2,0,0.3799246401825088,0.3587126051538605,0.47692143539943577
209,3,5,7,0.3799390280288128,0.35875327601993656,0.22857071785103114
398,7,0,7,0.3799225887714742,0.3587871469511162,0.030690312118326315
7966,142,2,0,0.37974884622120025,0.35883286450025625,0.4091504848565028
4137,73,7,0,0.37974884622120025,0.3588350988405112,0.4044237052666576
2290,40,7,1,0.37974884622120025,0.35886448310929353,0.39852849029358195
2307,41,1,5,0.3796301178178714,0.35887425386648053,0.5388864716567535
1817,32,3,5,0.37946088787239024,0.3589033093955943,0.29938839430635006
7028,125,4,0,0.3794860672052215,0.35891529254537713,0.28915050190377845
6604,117,7,3,0.3794860672052215,0.35892914236442697,0.6187740408857024
4741,84,5,2,0.3794860672052215,0.3589369063637049,0.3776729267995307
5071,90,4,3,0.3794860672052215,0.3589431860833606,0.35197050990626483
3331,59,3,7,0.37996594627243857,0.3590227692946983,0.5005265480058271
1138,20,2,5,0.3800825967046789,0.3591217345964054,0.4694626947395876
4109,73,3,0,0.3802053817655316,0.3591348741275666,0.5276076626110418
8391,149,6,5,0.380278955020962,0.3591616718949175,0.3932055670188578
5148,91,7,3,0.3802906065851263,0.359166397215491,0.7564146579340222
6387,114,0,4,0.3802906065851263,0.359171393363587,0.23744212820986058
2170,38,6,0,0.3803158194770734,0.35921995933308415,0.448526780909879
2465,44,0,2,0.38015605349722026,0.35922582255519553,0.45664622920763703
2734,48,6,4,0.379930272736038,0.35924684496366166,0.27748293307080313
1756,31,2,7,0.379930272736038,0.35925274657029055,0.33358489735012925
7620,136,0,5,0.379930272736038,0.3592677382562478,-0.005391223813703067
1871,33,3,2,0.379930272736038,0.3592684238182353,0.3308820365654934
4854,86,5,3,0.3797039047078848,0.35931814996049855,0.42679819365807187
4123,73,5,0,0.3797660499559773,0.359339363604854,0.5433519127531864
2560,45,5,6,0.37963399698757166,0.3593642679684732,0.4761933775247577
7874,140,4,7,0.37963399698757166,0.35937340756268027,0.49256951717659175
3450,61,4,7,0.37954176315961136,0.35938421170925217,0.3129242845519276
3497,62,3,5,0.3794907012119008,0.3594285152855995,0.2429557959369665
3392,60,4,5,0.3796495529607046,0.3594347509319975,0.1990939569443154
6317,112,6,3,0.3796495529607046,0.3594439939928775,0.42666392971658745
7962,142,1,4,0.37992344810671774,0.3594813783690361,0.36687925047800674
3609,64,3,5,0.3798285220385973,0.35949499568672716,0.3738686173523282
1317,23,4,1,0.37985908674829255,0.35949891516571597,0.40419474121078913
317,5,5,2,0.37985908674829255,0.3595063534306684,0.44610637651579493
1651,29,3,7,0.37985908674829255,0.3595193116103522,0.4041876472661513
5917,105,5,2,0.37985908674829255,0.3595254500836574,0.44627470187903695
3979,71,0,4,0.3800090053264033,0.35955087205543657,-0.10560218372032021
5438,97,0,7,0.3800090053264033,0.35956545909159754,0.17700870672517482
725,12,7,4,0.3801184613991973,0.359566857114787,0.49267352537263814
3523,62,7,2,0.3801184613991973,0.3595745303137285,0.3654979979021032
6419,114,5,0,0.38008986337793865,0.35961036827453724,0.400435572433851
3417,61,0,2,0.37982275320336784,0.3596222183907721,0.03141996320943637
4521,80,5,7,0.3798878528152328,0.35964806094706553,0.511138365391375
1136,20,2,3,0.3797256996466116,0.35976849842722525,0.46389307760008547
651,11,5,0,0.37985143458065734,0.3598106993573175,0.3407936043219679
1248,22,2,3,0.37985143458065734,0.35981536982712314,0.2825276367314513
4632,82,5,6,0.37985143458065734,0.35982452909573753,0.394854272478122
8359,149,2,1,0.3798722248637142,0.35983151532134944,0.2985908979578068
5281,94,2,4,0.3798722248637142,0.35984482659231004,0.5095391073364006
605,10,6,3,0.3798722248637142,0.35984520196710723,0.3135432106311896
6873,122,5,7,0.37983434342579636,0.35987442003234904,0.3416188153154135
1509,26,7,4,0.37983434342579636,0.3598783076911167,0.1901969679607771
2179,38,7,2,0.3797640819271508,0.3599155891489996,0.2927118546008153
3924,70,0,5,0.3798009275543604,0.35993031996896235,0.05101141912649878
2295,40,7,6,0.37982882906612153,0.3599492457820961,0.6848527995992066
1874,33,3,6,0.37942346918684583,0.3599596895087702,0.3308820365654934
6250,111,4,7,0.37942346918684583,0.3599655397316203,0.4629955591943103
2291,40,7,2,0.37925460278123024,0.3599866105973135,0.3814473191518671
7252,129,4,0,0.37925460278123024,0.3599960380867349,0.4778085264014761
8302,148,2,0,0.3792862185137021,0.360025706770251,0.3922169504460977
3672,65,4,5,0.3794383518892509,0.36004582575546407,0.2818105475297196
7710,137,5,3,0.3796543313706171,0.3600660712006957,0.4649888489258504
3758,67,0,7,0.3796543313706171,0.36006938664092675,0.08572117264833706
3305,59,0,2,0.3795651939464471,0.36007902138677195,0.2116631008464831
7399,132,1,0,0.3795651939464471,0.36008550218259383,0.2317918168035722
6023,107,4,3,0.3794220338239398,0.3601013846804183,0.4836439814146322
6405,114,3,0,0.379493029092573,0.36011399392556437,0.4339064804596608
1591,28,3,2,0.379493029092573,0.3601146473736222,0.32541106380183193
5650,100,7,1,0.37955251241544147,0.3601296274478809,0.4914010082583894
696,12,3,4,0.37955251241544147,0.3601484368519279,0.2832192474686834
1574,28,0,7,0.37955251241544147,0.36015712770706965,0.028056670843046565
2250,40,1,4,0.37958873554814376,0.36016163428308895,0.4171447841709448
1752,31,2,3,0.3795133274695546,0.3602151052361572,0.3648579989465535
4182,74,5,3,0.3795133274695546,0.3602179084899046,0.373143713452338
8298,148,1,4,0.379829788194163,0.3602513703662314,0.34104636905436986
711,12,5,4,0.37983362732567455,0.3602769070322222,0.32841336599352144
5390,96,2,0,0.37983362732567455,0.3602853882083654,0.3666398784774771
7297,130,2,4,0.37983362732567455,0.36032088582420607,0.44575755924984567
1505,26,7,0,0.37999967552202696,0.36037965832835966,0.31674671009778266
8217,146,5,7,0.38015487976520784,0.36041608021230936,0.21313792846596638
2698,48,1,4,0.38070342642223914,0.36047323411173227,0.2776553131839154
2705,48,2,4,0.3805620621626488,0.36049152084864333,0.3803645154284379
2772,49,4,0,0.38065304168706326,0.3605197676344576,0.4275583939570933
8203,146,3,7,0.3804552385634025,0.360550957852662,0.34978962533271146
374,6,5,3,0.38064269048511673,0.360562811744476,0.4163799731327227
488,8,5,6,0.38064269048511673,0.36056976550269215,0.3641087176281196
7333,130,7,4,0.38064269048511673,0.3605812042614545,0.5319950183313223
6319,112,6,5,0.3807203939596892,0.36059118454249445,0.481116856460621
2490,44,3,6,0.38076801576133984,0.36066509814271586,0.3174267252442864
6650,118,6,0,0.38086119046807476,0.3606900833846264,0.303272657187763
2613,46,5,2,0.38086119046807476,0.3606905566835694,0.3201533091545794
8074,144,1,4,0.38086119046807476,0.3606996731687863,0.40105951371481974
721,12,7,0,0.38084247765128776,0.36072811212848155,0.4044859577148136
3713,66,2,4,0.38084247765128776,0.36073506629945384,0.2547539779565013
4228,75,4,0,0.38084247765128776,0.3607384957254048,0.3742924181803696
200,3,4,5,0.3809290347921594,0.3608477244806276,0.3010708794201411
974,17,3,1,0.38111277875847077,0.36086336894912685,0.4155440642665349
7118,127,0,7,0.3809965288288328,0.36086759321010486,0.1352311413605684
3090,55,1,4,0.3809965288288328,0.3608686054676673,0.34226924159534133
5334,95,2,0,0.3809965288288328,0.36087324839628054,0.5238119883268335
7969,142,2,4,0.3809965288288328,0.36087675763292104,0.3870254845774037
5987,106,7,2,0.38094748840468423,0.3609421385500546,0.5135972033211967
239,4,2,1,0.38094748840468423,0.3609540091208864,0.26093419998348294
5150,91,7,5,0.38089088833149876,0.36105613049811647,0.7133836627407838
1605,28,5,2,0.38116932849521445,0.3610684278756349,0.3880268486182947
4169,74,3,5,0.38121966596577106,0.3610795767833238,0.39932565187199937
5044,90,0,5,0.38108923980413917,0.3611075490726968,0.08904039330682291
675,12,0,4,0.3812345372942102,0.36111438309865646,-0.16324472025887757
4303,76,6,5,0.38109733201942114,0.36125062435647803,0.42706916483073104
6904,123,2,3,0.3811138375971725,0.36127356972262686,0.3304448032652212
7490,133,6,0,0.3811138375971725,0.36127955490192576,0.2948534213196281
6110,109,0,7,0.38119416782917664,0.3613097217236242,0.19393700277730339
4507,80,3,7,0.38119416782917664,0.3613105766115457,0.41165981821436975
6814,121,5,3,0.38119416782917664,0.3613121930168495,0.31275407605661265
5177,92,3,5,0.38119416782917664,0.36131700948614476,0.5122820072100813
6085,108,5,2,0.38120702314231064,0.36136550679690904,0.4099382140841742
8281,147,7,0,0.38120702314231064,0.3613671799910363,0.4310565381356856
3126,55,6,4,0.3812052629674566,0.3613818075295688,0.4590400058166342
7455,133,1,0,0.3812052629674566,0.36139135933098265,0.14409897127341495
5134,91,5,3,0.3817712400516597,0.36144302090196767,0.4341912141143809
7905,141,1,3,0.38191264150097987,0.3614547043680166,0.23277177133392765
1495,26,5,4,0.38191264150097987,0.36145664159954166,0.4608673229141799
5788,103,2,7,0.3818824046784351,0.36147774940251903,0.3570536461358281
1508,26,7,3,0.3820009893453802,0.36153986999729876,0.2404234377678308
5317,94,7,4,0.3820009893453802,0.3615436872795216,0.6197235193631107
4011,71,5,0,0.3820009893453802,0.36155126232365975,0.4416903067428781
4841,86,3,5,0.38208862300319274,0.3616280194183482,0.4145989874927229
8305,148,2,4,0.3821070979556744,0.36165458550720947,0.3767719302222659
5963,106,3,7,0.3820209828496828,0.36167135136916484,0.4229639447051765
7648,136,4,5,0.38197798288980944,0.3616857697810439,0.4261984680188483
2367,42,2,1,0.38197798288980944,0.3616926199197671,0.29105646660541634
6590,117,5,3,0.38201367091447025,0.3617580289889518,0.37470691681693713
5492,98,0,5,0.38203395724773165,0.3617678289749331,0.37070685028939426
7408,132,2,3,0.38203395724773165,0.36177017140837636,0.4415687294259804
8249,147,2,4,0.38203395724773165,0.36179077618169014,0.3975133890109926
4948,88,2,7,0.38219475174993917,0.3618044576387942,0.3100149619353582
8177,146,0,2,0.38220261271461053,0.36180855136226653,0.27733980889569465
4726,84,3,1,0.3820408768060582,0.3618301689343646,0.3667724440921716
8242,147,1,4,0.3820060184337176,0.36183516045423414,0.2531496054457103
3997,71,3,0,0.3820263437906878,0.36185443969207276,0.35601619361835996
6689,119,3,5,0.3822369937134142,0.361875929300419,0.26903332412219666
3889,69,3,5,0.3822369937134142,0.3618828731115712,0.36027799627577817
8363,149,2,6,0.3822369937134142,0.3618921397489161,0.2862966734916196
8005,142,7,4,0.3822369937134142,0.36189450734950024,0.6972734987428116
6908,123,2,7,0.38220960144464444,0.36189810460668403,0.32548767574754506
7790,139,0,7,0.38220960144464444,0.3618999405378632,0.2524131343990406
6606,117,7,5,0.38243024828441946,0.3619541243333204,0.6187740408857024
4375,78,1,0,0.3822680356624268,0.36200958204087574,0.2957407071883188
5303,94,5,4,0.3820195850585275,0.3620351195031504,0.36981859859151855
1480,26,3,4,0.38168590555829773,0.3620700487332295,0.44634214393394156
8078,144,2,0,0.38168590555829773,0.3620730674403931,0.3731419299400543
57,1,0,2,0.38156174668286796,0.36211973502907047,-0.08084667451659178
5330,95,1,4,0.38156174668286796,0.36213937677830643,0.39479915217790534
8110,144,6,4,0.38156174668286796,0.36214184854301895,0.36474783143859096
5823,103,7,6,0.3818869285924854,0.36216630866106225,0.5159767177318152
5288,94,3,4,0.38208870032948034,0.36219024232433483,0.5148096456562993
3097,55,2,4,0.38228827862147263,0.3622249056304102,0.5338523689223976
7890,140,7,1,0.38248606356646037,0.3623238916867363,0.6064095230571582
2286,40,6,4,0.38248606356646037,0.36233811103600916,0.3643389549662945
41,0,5,7,0.38251396229459034,0.36235343173927614,0.25534957309646666
2257,40,2,4,0.3825344600570665,0.36239874733557254,0.5281588923923684
670,11,7,5,0.38198490723688644,0.36247299241627307,0.5950703300264574
269,4,6,3,0.38196831187136654,0.36248254305556105,0.3271048722759046
953,17,0,2,0.38199003802307274,0.36248639676992134,0.10884692373980805
5366,95,6,4,0.3819232420552223,0.3624893836932106,0.4674051065275891
8278,147,6,4,0.3819232420552223,0.3624916157577247,0.3596020108991893
7319,130,5,4,0.3819232420552223,0.36249431793778936,0.4331356979381534
6080,108,4,5,0.3819232420552223,0.36249538699415756,0.45150673621663984
5818,103,7,1,0.3819232420552223,0.36250332718247646,0.5159767177318152
644,11,4,0,0.38190586421130107,0.3625088985682866,0.3741080917393103
3539,63,1,5,0.3823193266068083,0.3625468183391709,0.288056255278203
7304,130,3,4,0.3823193266068083,0.36255261146353546,0.40853915551762837
1510,26,7,5,0.3821311396537162,0.36259006118222503,0.1901969679607771
5842,104,2,5,0.381968855267058,0.3626218545346726,0.3482587533227646
3831,68,3,2,0.381968855267058,0.3626466921440714,0.4405333142775857
6287,112,2,1,0.3820971394436913,0.36266589621417183,0.3729265184653556
7991,142,5,4,0.3820337285990109,0.36267862287221003,0.3504432739864394
2098,37,3,6,0.38210258099356836,0.36269744169018625,0.3751133629946147
8341,148,7,4,0.3822807843696178,0.36272726224242413,0.7605989687052015
1459,26,0,4,0.3823342988553882,0.3627499666808583,0.12715616180170816
3586,64,0,3,0.38237707497888207,0.3627541465686604,0.21748454110437362
8001,142,7,0,0.38243760267615307,0.36277422690410455,0.3342855533112394
3749,66,7,4,0.38243760267615307,0.36278194386936985,0.669312421152012
1274,22,6,0,0.38224630411815913,0.362793528407695,0.32555081726841556
5313,94,7,0,0.38224630411815913,0.3628167236851843,0.40752351638324796
3391,60,4,3,0.38187050976339804,0.3628302022142045,0.1990939569443154
5267,94,0,4,0.38182677738788257,0.3628632094307439,0.17241919828856825
2402,42,7,1,0.38182677738788257,0.3628667046971393,0.3453843973416917
5840,104,2,3,0.38180227141836115,0.3629353352118387,0.3605680465184029
693,12,3,0,0.38162909211810137,0.3629907319785703,0.2832192474686834
2741,48,7,4,0.38162909211810137,0.36299160251602614,0.4958218068615206
4070,72,5,3,0.38158634890011206,0.36300255458909675,0.4629023177523255
7601,135,5,7,0.38156344280344573,0.36304294428321116,0.46798308612927175
426,7,4,7,0.38156344280344573,0.36304631645955593,0.37764987664128
3019,53,7,2,0.38156344280344573,0.36305717158747386,0.4865801695232723
2390,42,5,3,0.38156344280344573,0.36305733107377514,0.3134847475227385
7976,142,3,4,0.381539608109044,0.36307730071218897,0.3933339812011234
6780,121,0,5,0.3815347276406416,0.3631167949923114,0.3056078329065714
470,8,3,1,0.3814429378544552,0.36314630075403315,0.3805774541960815
4730,84,3,6,0.3814429378544552,0.3631504768072741,0.3667724440921716
2796,49,7,3,0.38156045769208363,0.36316377904426117,0.5098801350220271
3215,57,3,2,0.38156045769208363,0.3631643438923084,0.5457880184790522
1875,33,3,7,0.38156045769208363,0.3631648866695423,0.3308820365654934
8216,146,5,6,0.3814713424579765,0.3631881284727579,0.17571356363304005
4116,73,4,0,0.3814713424579765,0.3631895627831424,0.5545183637445307
8285,147,7,4,0.3814713424579765,0.36319915262545854,0.5742413413643563
7283,130,0,4,0.3817774328233498,0.36323105804399647,0.04944846079186975
8337,148,7,0,0.38172100422069927,0.3632492566745452,0.433967618257396
1166,20,6,4,0.38172100422069927,0.3632514001343935,0.3978809776304544
2294,40,7,5,0.3815109897260924,0.3632697387019257,0.6509238743869373
361,6,3,5,0.3815109897260924,0.3632776732641783,0.4349136029630389
8202,146,3,6,0.3812542604164365,0.3633284590573042,0.34978962533271146
8124,145,0,5,0.38126556892570723,0.3633563329408911,0.30968968929276675
1216,21,5,6,0.3814068430138619,0.3633842401029589,0.3299945715625209
6042,107,7,1,0.3814899830056298,0.3633997449124037,0.44714078723375583
2292,40,7,3,0.381559200772158,0.36344580741450283,0.40880345505814397
707,12,5,0,0.3814646436747552,0.36349054165472455,0.3619865853811405
3720,66,3,4,0.38133402217363604,0.3635146960123386,0.24563064925057648
170,3,0,3,0.38139254962697033,0.36352598944791714,0.6248453116175245
842,15,0,3,0.38139254962697033,0.3635421719621421,0.2314921924859067
2659,47,3,7,0.38139254962697033,0.36354239263273114,0.4262373532202711
5422,96,6,4,0.38139254962697033,0.36354454965164085,0.3536031702757311
8045,143,5,2,0.38126986725836265,0.3635507004626134,0.389956597158793
2073,37,0,2,0.38126986725836265,0.3635650828902385,0.31955603608321015
2138,38,1,4,0.381329167071966,0.36357077968534507,0.03942087011901202
2180,38,7,3,0.381329167071966,0.3636028951938857,0.2927118546008153
2712,48,3,4,0.38157522161392055,0.3636360664477242,0.3759706559860756
5998,107,0,7,0.3816021224385255,0.36369558881227687,0.20993983979733394
5386,96,1,4,0.381511489607949,0.3637404474941307,0.3103391278067519
3735,66,5,4,0.381511489607949,0.3637601913523788,0.2614894071600189
6625,118,2,4,0.381511489607949,0.36376084458202423,0.34683620942813
5721,102,1,3,0.381511489607949,0.3637690736021794,0.14071386672476924
2221,39,5,2,0.381511489607949,0.36377882747211016,0.3593283687980857
2727,48,5,4,0.38143117333849963,0.36379365741852676,0.35435215730630504
8081,144,2,4,0.38143117333849963,0.36379580718889765,0.32790084375508105
6138,109,4,7,0.3816529464120251,0.3638473728490992,0.3749748796409252
6412,114,4,0,0.38129222527757306,0.3638740931471712,0.4116408063755705
6857,122,3,5,0.3813274841316129,0.3639096203080653,0.3819378801127898
6536,116,5,6,0.38128289181181146,0.3639317710762522,0.33914664286229906
7955,142,0,4,0.38128289181181146,0.3639410519808939,-0.07437057694487752
1212,21,5,1,0.381113784320243,0.3639427739995434,0.36056361999763376
5641,100,5,7,0.3811132263322505,0.3639546359501873,0.3663091338138131
